,values,ind
2926,ERS436791,ET-Firmicutes
2927,ERS436706,ET-Firmicutes
2928,ERS436761,ET-Firmicutes
2929,ERS436687,ET-Firmicutes
2930,ERS436732,ET-Firmicutes
2931,ERS436743,ET-Firmicutes
2932,ERS436751,ET-Firmicutes
2933,ERS436663,ET-Firmicutes
2934,ERS436683,ET-Firmicutes
2935,ERS436725,ET-Firmicutes
2936,ERS436756,ET-Firmicutes
2937,ERS436712,ET-Firmicutes
2938,ERS436748,ET-Firmicutes
2939,ERS436773,ET-Firmicutes
2940,ERS436739,ET-Firmicutes
2941,ERS436670,ET-Firmicutes
2942,ERS436666,ET-Firmicutes
2943,ERS436747,ET-Firmicutes
2944,ERS436752,ET-Firmicutes
2945,ERS436685,ET-Firmicutes
2946,ERS436779,ET-Firmicutes
2947,ERS436777,ET-Firmicutes
2948,ERS436734,ET-Firmicutes
2949,ERS436703,ET-Firmicutes
2950,ERS436675,ET-Firmicutes
2951,ERS436797,ET-Firmicutes
2952,ERS436745,ET-Firmicutes
2953,ERS436648,ET-Firmicutes
2954,ERS436738,ET-Firmicutes
2955,ERS436659,ET-Firmicutes
2956,ERS436717,ET-Firmicutes
2957,ERS436692,ET-Firmicutes
2958,ERS436689,ET-Firmicutes
2959,ERS436727,ET-Firmicutes
2960,ERS436649,ET-Firmicutes
2961,ERS436742,ET-Firmicutes
2962,ERS436708,ET-Firmicutes
2963,ERS436681,ET-Firmicutes
2964,ERS436694,ET-Firmicutes
2965,ERS436691,ET-Firmicutes
2966,ERS436679,ET-Firmicutes
2967,ERS436713,ET-Firmicutes
2968,ERS436671,ET-Firmicutes
2969,ERS436693,ET-Firmicutes
2970,ERS436790,ET-Firmicutes
2971,ERS436799,ET-Firmicutes
2972,ERS436702,ET-Firmicutes
2973,ERS436682,ET-Firmicutes
2974,ERS436678,ET-Firmicutes
2975,ERS436684,ET-Firmicutes
2976,ERS436655,ET-Firmicutes
2977,ERS436769,ET-Firmicutes
2978,ERS436737,ET-Firmicutes
2979,ERS436776,ET-Firmicutes
2980,ERS436651,ET-Firmicutes
2981,ERS436705,ET-Firmicutes
2982,ERS436721,ET-Firmicutes
2983,ERS436823,ET-Firmicutes
2984,ERS436834,ET-Firmicutes
2985,ERS436822,ET-Firmicutes
2986,ERS436821,ET-Firmicutes
2987,ERS436820,ET-Firmicutes
2988,ERS436835,ET-Firmicutes
2989,ERS436819,ET-Firmicutes
2990,ERS436817,ET-Firmicutes
2991,ERS436829,ET-Firmicutes
2992,ERS436815,ET-Firmicutes
2993,ERS436814,ET-Firmicutes
2994,ERS436813,ET-Firmicutes
2995,ERS436812,ET-Firmicutes
2996,ERS436830,ET-Firmicutes
2997,ERS436837,ET-Firmicutes
2998,ERS436810,ET-Firmicutes
2999,ERS436833,ET-Firmicutes
3000,ERS436827,ET-Firmicutes
3001,ERS436809,ET-Firmicutes
3002,ERS436824,ET-Firmicutes
3003,ERS436808,ET-Firmicutes
3004,ERS436807,ET-Firmicutes
3005,ERS436806,ET-Firmicutes
3006,ERS436805,ET-Firmicutes
3007,ERS436803,ET-Firmicutes
3008,ERS436802,ET-Firmicutes
3009,ERS436801,ET-Firmicutes
3010,ERS436800,ET-Firmicutes
3011,ERS436832,ET-Firmicutes
3012,ERS436826,ET-Firmicutes
3013,ERS436828,ET-Firmicutes
3014,ERS436836,ET-Firmicutes
3015,ERS436840,ET-Firmicutes
3016,ERS436842,ET-Firmicutes
3017,ERS436841,ET-Firmicutes
3018,ERS436838,ET-Firmicutes
3019,ERS608499,ET-Firmicutes
3020,ERS608489,ET-Firmicutes
3021,ERS608554,ET-Firmicutes
3022,ERS608521,ET-Firmicutes
3023,ERS608481,ET-Firmicutes
3024,ERS608485,ET-Firmicutes
3025,ERS608514,ET-Firmicutes
3026,ERS608527,ET-Firmicutes
3027,ERS608558,ET-Firmicutes
3028,ERS608594,ET-Firmicutes
3029,ERS608555,ET-Firmicutes
3030,ERS608605,ET-Firmicutes
3031,ERS608495,ET-Firmicutes
3032,ERS608505,ET-Firmicutes
3033,ERS608515,ET-Firmicutes
3034,ERS608616,ET-Firmicutes
3035,ERS608507,ET-Firmicutes
3036,ERS608531,ET-Firmicutes
3037,ERS608564,ET-Firmicutes
3038,ERS608575,ET-Firmicutes
3039,ERS608557,ET-Firmicutes
3040,ERS608496,ET-Firmicutes
3041,ERS608540,ET-Firmicutes
3042,ERS608536,ET-Firmicutes
3043,ERS608606,ET-Firmicutes
3044,ERS608617,ET-Firmicutes
3045,ERS608518,ET-Firmicutes
3046,ERS608579,ET-Firmicutes
3047,ERS608567,ET-Firmicutes
3048,ERS608476,ET-Firmicutes
3049,ERS608607,ET-Firmicutes
3050,ERS608483,ET-Firmicutes
3051,ERS608503,ET-Firmicutes
3052,ERS608509,ET-Firmicutes
3053,ERS608604,ET-Firmicutes
3054,ERS608588,ET-Firmicutes
3055,ERS608577,ET-Firmicutes
3056,ERS608585,ET-Firmicutes
3057,ERS608593,ET-Firmicutes
3058,ERS608611,ET-Firmicutes
3059,ERS608578,ET-Firmicutes
3060,ERS608603,ET-Firmicutes
3061,ERS608591,ET-Firmicutes
3062,ERS608582,ET-Firmicutes
3063,ERS608580,ET-Firmicutes
3064,ERS608618,ET-Firmicutes
3065,ERS608612,ET-Firmicutes
3066,ERS608576,ET-Firmicutes
3067,ERS608614,ET-Firmicutes
3068,ERS608556,ET-Firmicutes
3069,ERS608572,ET-Firmicutes
3070,ERS608480,ET-Firmicutes
3071,ERS608549,ET-Firmicutes
3072,ERS608526,ET-Firmicutes
3073,ERS608529,ET-Firmicutes
3074,ERS608502,ET-Firmicutes
3075,ERS608546,ET-Firmicutes
3076,ERS608478,ET-Firmicutes
3077,ERS608533,ET-Firmicutes
3078,ERS608482,ET-Firmicutes
3079,ERS608534,ET-Firmicutes
3080,ERS608517,ET-Firmicutes
3081,ERS608523,ET-Firmicutes
3082,ERS608560,ET-Firmicutes
3083,ERS608493,ET-Firmicutes
3084,ERS608545,ET-Firmicutes
3085,ERS608479,ET-Firmicutes
3086,ERS608570,ET-Firmicutes
3087,ERS608522,ET-Firmicutes
3088,ERS608504,ET-Firmicutes
3089,ERS608583,ET-Firmicutes
3090,ERS608492,ET-Firmicutes
3091,ERS608566,ET-Firmicutes
3092,ERS608568,ET-Firmicutes
3093,ERS608548,ET-Firmicutes
3094,ERS608535,ET-Firmicutes
3095,ERS608569,ET-Firmicutes
3096,ERS608539,ET-Firmicutes
3097,ERS608552,ET-Firmicutes
3098,ERS608550,ET-Firmicutes
3099,ERS608574,ET-Firmicutes
3100,ERS608551,ET-Firmicutes
3101,ERS608597,ET-Firmicutes
3102,ERS608610,ET-Firmicutes
3103,ERS608584,ET-Firmicutes
3104,ERS608600,ET-Firmicutes
3105,ERS608595,ET-Firmicutes
3106,ERS608615,ET-Firmicutes
3107,ERS608586,ET-Firmicutes
3108,ERS608596,ET-Firmicutes
3109,ERS608520,ET-Firmicutes
3110,ERS608592,ET-Firmicutes
3111,ERS608590,ET-Firmicutes
3112,ERS608613,ET-Firmicutes
3113,ERS608587,ET-Firmicutes
3114,ERS631834,ET-Firmicutes
3115,ERS631832,ET-Firmicutes
3116,ERS631827,ET-Firmicutes
3117,ERS631828,ET-Firmicutes
3118,ERS631829,ET-Firmicutes
3119,ERS631831,ET-Firmicutes
3120,ERS631833,ET-Firmicutes
3121,DRS087520,ET-Bacteroides
3122,DRS087524,ET-Bacteroides
3123,DRS087525,ET-Bacteroides
3124,DRS087527,ET-Bacteroides
3125,DRS087530,ET-Bacteroides
3126,DRS087531,ET-Bacteroides
3127,DRS087535,ET-Bacteroides
3128,DRS087536,ET-Bacteroides
3129,DRS087538,ET-Bacteroides
3130,DRS087541,ET-Bacteroides
3131,DRS087542,ET-Bacteroides
3132,DRS087545,ET-Bacteroides
3133,DRS087547,ET-Bacteroides
3134,DRS087553,ET-Bacteroides
3135,DRS087555,ET-Bacteroides
3136,DRS087556,ET-Bacteroides
3137,DRS087557,ET-Bacteroides
3138,DRS087559,ET-Bacteroides
3139,DRS087563,ET-Bacteroides
3140,DRS087564,ET-Bacteroides
3141,DRS087565,ET-Bacteroides
3142,DRS087566,ET-Bacteroides
3143,DRS087570,ET-Bacteroides
3144,DRS087572,ET-Bacteroides
3145,DRS087573,ET-Bacteroides
3146,DRS087575,ET-Bacteroides
3147,DRS087576,ET-Bacteroides
3148,DRS087577,ET-Bacteroides
3149,DRS087578,ET-Bacteroides
3150,DRS087579,ET-Bacteroides
3151,DRS087581,ET-Bacteroides
3152,DRS087582,ET-Bacteroides
3153,DRS087583,ET-Bacteroides
3154,DRS087584,ET-Bacteroides
3155,DRS087585,ET-Bacteroides
3156,DRS087586,ET-Bacteroides
3157,DRS087591,ET-Bacteroides
3158,DRS087594,ET-Bacteroides
3159,DRS087595,ET-Bacteroides
3160,DRS087596,ET-Bacteroides
3161,DRS087598,ET-Bacteroides
3162,DRS091121,ET-Bacteroides
3163,DRS091122,ET-Bacteroides
3164,DRS091123,ET-Bacteroides
3165,DRS091124,ET-Bacteroides
3166,DRS091127,ET-Bacteroides
3167,DRS091128,ET-Bacteroides
3168,DRS091129,ET-Bacteroides
3169,DRS091130,ET-Bacteroides
3170,DRS091133,ET-Bacteroides
3171,DRS091135,ET-Bacteroides
3172,DRS091136,ET-Bacteroides
3173,DRS091139,ET-Bacteroides
3174,DRS091140,ET-Bacteroides
3175,DRS091141,ET-Bacteroides
3176,DRS091142,ET-Bacteroides
3177,DRS091143,ET-Bacteroides
3178,DRS091148,ET-Bacteroides
3179,DRS091150,ET-Bacteroides
3180,DRS091152,ET-Bacteroides
3181,DRS091153,ET-Bacteroides
3182,DRS091155,ET-Bacteroides
3183,DRS091156,ET-Bacteroides
3184,DRS091158,ET-Bacteroides
3185,DRS091161,ET-Bacteroides
3186,DRS091163,ET-Bacteroides
3187,DRS091165,ET-Bacteroides
3188,DRS091166,ET-Bacteroides
3189,DRS091168,ET-Bacteroides
3190,DRS091169,ET-Bacteroides
3191,DRS091172,ET-Bacteroides
3192,DRS091173,ET-Bacteroides
3193,DRS091175,ET-Bacteroides
3194,DRS091178,ET-Bacteroides
3195,DRS091179,ET-Bacteroides
3196,DRS091180,ET-Bacteroides
3197,DRS091181,ET-Bacteroides
3198,DRS091182,ET-Bacteroides
3199,DRS091184,ET-Bacteroides
3200,DRS091186,ET-Bacteroides
3201,DRS091187,ET-Bacteroides
3202,DRS091188,ET-Bacteroides
3203,DRS091191,ET-Bacteroides
3204,DRS091192,ET-Bacteroides
3205,DRS091194,ET-Bacteroides
3206,DRS091195,ET-Bacteroides
3207,DRS091196,ET-Bacteroides
3208,DRS091197,ET-Bacteroides
3209,DRS091198,ET-Bacteroides
3210,DRS091199,ET-Bacteroides
3211,DRS091203,ET-Bacteroides
3212,DRS091204,ET-Bacteroides
3213,DRS091206,ET-Bacteroides
3214,DRS091208,ET-Bacteroides
3215,DRS091209,ET-Bacteroides
3216,DRS091210,ET-Bacteroides
3217,DRS091211,ET-Bacteroides
3218,DRS091212,ET-Bacteroides
3219,DRS091213,ET-Bacteroides
3220,DRS091214,ET-Bacteroides
3221,DRS091218,ET-Bacteroides
3222,DRS091219,ET-Bacteroides
3223,DRS091220,ET-Bacteroides
3224,DRS091222,ET-Bacteroides
3225,DRS091223,ET-Bacteroides
3226,DRS091224,ET-Bacteroides
3227,DRS091225,ET-Bacteroides
3228,DRS091226,ET-Bacteroides
3229,DRS091232,ET-Bacteroides
3230,DRS091235,ET-Bacteroides
3231,DRS091237,ET-Bacteroides
3232,DRS091238,ET-Bacteroides
3233,DRS091240,ET-Bacteroides
3234,DRS091241,ET-Bacteroides
3235,DRS091243,ET-Bacteroides
3236,DRS091246,ET-Bacteroides
3237,DRS091249,ET-Bacteroides
3238,DRS091251,ET-Bacteroides
3239,DRS091254,ET-Bacteroides
3240,DRS091256,ET-Bacteroides
3241,DRS091258,ET-Bacteroides
3242,DRS091261,ET-Bacteroides
3243,DRS091262,ET-Bacteroides
3244,DRS091263,ET-Bacteroides
3245,DRS091264,ET-Bacteroides
3246,DRS091268,ET-Bacteroides
3247,DRS091269,ET-Bacteroides
3248,DRS091270,ET-Bacteroides
3249,DRS091274,ET-Bacteroides
3250,DRS091275,ET-Bacteroides
3251,DRS091276,ET-Bacteroides
3252,DRS091278,ET-Bacteroides
3253,DRS091279,ET-Bacteroides
3254,DRS091280,ET-Bacteroides
3255,DRS091285,ET-Bacteroides
3256,DRS091286,ET-Bacteroides
3257,DRS091288,ET-Bacteroides
3258,DRS091291,ET-Bacteroides
3259,DRS091292,ET-Bacteroides
3260,DRS091294,ET-Bacteroides
3261,DRS091295,ET-Bacteroides
3262,DRS091297,ET-Bacteroides
3263,DRS091299,ET-Bacteroides
3264,DRS091302,ET-Bacteroides
3265,DRS091303,ET-Bacteroides
3266,DRS091305,ET-Bacteroides
3267,DRS091306,ET-Bacteroides
3268,DRS091308,ET-Bacteroides
3269,DRS091309,ET-Bacteroides
3270,DRS091310,ET-Bacteroides
3271,DRS091316,ET-Bacteroides
3272,DRS091317,ET-Bacteroides
3273,DRS091320,ET-Bacteroides
3274,DRS091321,ET-Bacteroides
3275,DRS091322,ET-Bacteroides
3276,DRS091324,ET-Bacteroides
3277,DRS091325,ET-Bacteroides
3278,DRS091326,ET-Bacteroides
3279,DRS091327,ET-Bacteroides
3280,DRS091330,ET-Bacteroides
3281,DRS091333,ET-Bacteroides
3282,DRS091336,ET-Bacteroides
3283,DRS091342,ET-Bacteroides
3284,DRS091343,ET-Bacteroides
3285,DRS091347,ET-Bacteroides
3286,DRS091349,ET-Bacteroides
3287,DRS091350,ET-Bacteroides
3288,DRS091352,ET-Bacteroides
3289,DRS091354,ET-Bacteroides
3290,DRS091356,ET-Bacteroides
3291,DRS091358,ET-Bacteroides
3292,DRS091361,ET-Bacteroides
3293,DRS091362,ET-Bacteroides
3294,DRS091368,ET-Bacteroides
3295,DRS091370,ET-Bacteroides
3296,DRS091372,ET-Bacteroides
3297,DRS091375,ET-Bacteroides
3298,DRS091376,ET-Bacteroides
3299,DRS091379,ET-Bacteroides
3300,DRS091380,ET-Bacteroides
3301,DRS091381,ET-Bacteroides
3302,DRS091383,ET-Bacteroides
3303,DRS091384,ET-Bacteroides
3304,DRS091385,ET-Bacteroides
3305,DRS090823,ET-Bacteroides
3306,DRS090825,ET-Bacteroides
3307,DRS090827,ET-Bacteroides
3308,DRS090828,ET-Bacteroides
3309,DRS090829,ET-Bacteroides
3310,DRS090833,ET-Bacteroides
3311,DRS090834,ET-Bacteroides
3312,DRS090836,ET-Bacteroides
3313,DRS090837,ET-Bacteroides
3314,DRS090841,ET-Bacteroides
3315,DRS090844,ET-Bacteroides
3316,DRS090847,ET-Bacteroides
3317,DRS090852,ET-Bacteroides
3318,DRS090853,ET-Bacteroides
3319,DRS090857,ET-Bacteroides
3320,DRS090859,ET-Bacteroides
3321,DRS090860,ET-Bacteroides
3322,DRS090863,ET-Bacteroides
3323,DRS090865,ET-Bacteroides
3324,DRS090870,ET-Bacteroides
3325,DRS090871,ET-Bacteroides
3326,DRS090873,ET-Bacteroides
3327,DRS090874,ET-Bacteroides
3328,DRS090875,ET-Bacteroides
3329,DRS090880,ET-Bacteroides
3330,DRS090881,ET-Bacteroides
3331,DRS090882,ET-Bacteroides
3332,DRS090885,ET-Bacteroides
3333,DRS090886,ET-Bacteroides
3334,DRS090889,ET-Bacteroides
3335,DRS090891,ET-Bacteroides
3336,DRS090894,ET-Bacteroides
3337,DRS090897,ET-Bacteroides
3338,DRS090898,ET-Bacteroides
3339,DRS090901,ET-Bacteroides
3340,DRS090902,ET-Bacteroides
3341,DRS090903,ET-Bacteroides
3342,DRS090904,ET-Bacteroides
3343,DRS090906,ET-Bacteroides
3344,DRS090913,ET-Bacteroides
3345,DRS090914,ET-Bacteroides
3346,DRS090915,ET-Bacteroides
3347,DRS090916,ET-Bacteroides
3348,DRS090917,ET-Bacteroides
3349,DRS090919,ET-Bacteroides
3350,DRS090921,ET-Bacteroides
3351,DRS090924,ET-Bacteroides
3352,DRS090927,ET-Bacteroides
3353,DRS090928,ET-Bacteroides
3354,DRS090929,ET-Bacteroides
3355,DRS090932,ET-Bacteroides
3356,DRS090936,ET-Bacteroides
3357,DRS090937,ET-Bacteroides
3358,DRS090939,ET-Bacteroides
3359,DRS090941,ET-Bacteroides
3360,DRS090943,ET-Bacteroides
3361,DRS090946,ET-Bacteroides
3362,DRS090947,ET-Bacteroides
3363,DRS090948,ET-Bacteroides
3364,DRS090950,ET-Bacteroides
3365,DRS090951,ET-Bacteroides
3366,DRS090952,ET-Bacteroides
3367,DRS090955,ET-Bacteroides
3368,DRS090956,ET-Bacteroides
3369,DRS090958,ET-Bacteroides
3370,DRS090959,ET-Bacteroides
3371,DRS090960,ET-Bacteroides
3372,DRS090962,ET-Bacteroides
3373,DRS090964,ET-Bacteroides
3374,DRS090965,ET-Bacteroides
3375,DRS090968,ET-Bacteroides
3376,DRS090972,ET-Bacteroides
3377,DRS090974,ET-Bacteroides
3378,DRS090976,ET-Bacteroides
3379,DRS090977,ET-Bacteroides
3380,DRS090978,ET-Bacteroides
3381,DRS090981,ET-Bacteroides
3382,DRS090983,ET-Bacteroides
3383,DRS090987,ET-Bacteroides
3384,DRS090988,ET-Bacteroides
3385,DRS090989,ET-Bacteroides
3386,DRS090990,ET-Bacteroides
3387,DRS090992,ET-Bacteroides
3388,DRS090993,ET-Bacteroides
3389,DRS090994,ET-Bacteroides
3390,DRS090996,ET-Bacteroides
3391,DRS090997,ET-Bacteroides
3392,DRS090998,ET-Bacteroides
3393,DRS091004,ET-Bacteroides
3394,DRS091008,ET-Bacteroides
3395,DRS091013,ET-Bacteroides
3396,DRS091015,ET-Bacteroides
3397,DRS091016,ET-Bacteroides
3398,DRS091017,ET-Bacteroides
3399,DRS091023,ET-Bacteroides
3400,DRS091027,ET-Bacteroides
3401,DRS091028,ET-Bacteroides
3402,DRS091030,ET-Bacteroides
3403,DRS091033,ET-Bacteroides
3404,DRS091035,ET-Bacteroides
3405,DRS091036,ET-Bacteroides
3406,DRS091038,ET-Bacteroides
3407,DRS091039,ET-Bacteroides
3408,DRS091042,ET-Bacteroides
3409,DRS091043,ET-Bacteroides
3410,DRS091044,ET-Bacteroides
3411,DRS091045,ET-Bacteroides
3412,DRS091048,ET-Bacteroides
3413,DRS091049,ET-Bacteroides
3414,DRS091051,ET-Bacteroides
3415,DRS091055,ET-Bacteroides
3416,DRS091061,ET-Bacteroides
3417,DRS091063,ET-Bacteroides
3418,DRS091064,ET-Bacteroides
3419,DRS091066,ET-Bacteroides
3420,DRS091067,ET-Bacteroides
3421,DRS091070,ET-Bacteroides
3422,DRS091072,ET-Bacteroides
3423,DRS091073,ET-Bacteroides
3424,DRS091076,ET-Bacteroides
3425,DRS091078,ET-Bacteroides
3426,DRS091079,ET-Bacteroides
3427,DRS091084,ET-Bacteroides
3428,DRS091087,ET-Bacteroides
3429,DRS091089,ET-Bacteroides
3430,DRS091090,ET-Bacteroides
3431,DRS091094,ET-Bacteroides
3432,DRS091096,ET-Bacteroides
3433,DRS091098,ET-Bacteroides
3434,DRS091099,ET-Bacteroides
3435,DRS091100,ET-Bacteroides
3436,DRS091101,ET-Bacteroides
3437,DRS091102,ET-Bacteroides
3438,DRS091103,ET-Bacteroides
3439,DRS091104,ET-Bacteroides
3440,DRS091105,ET-Bacteroides
3441,DRS091106,ET-Bacteroides
3442,DRS091107,ET-Bacteroides
3443,DRS091108,ET-Bacteroides
3444,DRS091109,ET-Bacteroides
3445,DRS091110,ET-Bacteroides
3446,DRS091113,ET-Bacteroides
3447,DRS091115,ET-Bacteroides
3448,DRS091116,ET-Bacteroides
3449,DRS091119,ET-Bacteroides
3450,DRS091120,ET-Bacteroides
3451,DRS096198,ET-Bacteroides
3452,DRS096199,ET-Bacteroides
3453,ERS1066635,ET-Bacteroides
3454,ERS1066649,ET-Bacteroides
3455,ERS1066653,ET-Bacteroides
3456,ERS1066655,ET-Bacteroides
3457,ERS1066659,ET-Bacteroides
3458,ERS1066660,ET-Bacteroides
3459,ERS1066665,ET-Bacteroides
3460,ERS1066679,ET-Bacteroides
3461,ERS1066682,ET-Bacteroides
3462,ERS1066696,ET-Bacteroides
3463,ERS1066704,ET-Bacteroides
3464,ERS1066713,ET-Bacteroides
3465,ERS1066718,ET-Bacteroides
3466,ERS1066723,ET-Bacteroides
3467,ERS1066740,ET-Bacteroides
3468,ERS1066743,ET-Bacteroides
3469,ERS1190896,ET-Bacteroides
3470,ERS1190900,ET-Bacteroides
3471,ERS1190903,ET-Bacteroides
3472,ERS1190905,ET-Bacteroides
3473,ERS1190912,ET-Bacteroides
3474,ERS1190917,ET-Bacteroides
3475,ERS1190918,ET-Bacteroides
3476,ERS1190926,ET-Bacteroides
3477,ERS1190938,ET-Bacteroides
3478,ERS1343318,ET-Bacteroides
3479,ERS1343319,ET-Bacteroides
3480,ERS1343320,ET-Bacteroides
3481,ERS1343321,ET-Bacteroides
3482,ERS1343322,ET-Bacteroides
3483,ERS1343323,ET-Bacteroides
3484,ERS1343324,ET-Bacteroides
3485,ERS1343325,ET-Bacteroides
3486,ERS1343326,ET-Bacteroides
3487,ERS1343327,ET-Bacteroides
3488,ERS1343328,ET-Bacteroides
3489,ERS1343329,ET-Bacteroides
3490,ERS1343330,ET-Bacteroides
3491,ERS1343331,ET-Bacteroides
3492,ERS1343332,ET-Bacteroides
3493,ERS1343333,ET-Bacteroides
3494,ERS1343334,ET-Bacteroides
3495,ERS1343335,ET-Bacteroides
3496,ERS1343336,ET-Bacteroides
3497,ERS1343337,ET-Bacteroides
3498,ERS1343338,ET-Bacteroides
3499,ERS1343339,ET-Bacteroides
3500,ERS1343340,ET-Bacteroides
3501,ERS1343341,ET-Bacteroides
3502,ERS1343342,ET-Bacteroides
3503,ERS1343343,ET-Bacteroides
3504,ERS1343344,ET-Bacteroides
3505,ERS1343345,ET-Bacteroides
3506,ERS1343346,ET-Bacteroides
3507,ERS1343347,ET-Bacteroides
3508,ERS1343348,ET-Bacteroides
3509,ERS1343349,ET-Bacteroides
3510,ERS1343350,ET-Bacteroides
3511,ERS1343351,ET-Bacteroides
3512,ERS1343352,ET-Bacteroides
3513,ERS1343353,ET-Bacteroides
3514,ERS1343354,ET-Bacteroides
3515,ERS1343355,ET-Bacteroides
3516,ERS1343356,ET-Bacteroides
3517,ERS1343357,ET-Bacteroides
3518,ERS1343358,ET-Bacteroides
3519,ERS1343359,ET-Bacteroides
3520,ERS1343360,ET-Bacteroides
3521,ERS1343361,ET-Bacteroides
3522,ERS1343362,ET-Bacteroides
3523,ERS1343363,ET-Bacteroides
3524,ERS1343365,ET-Bacteroides
3525,ERS1343366,ET-Bacteroides
3526,ERS1343367,ET-Bacteroides
3527,ERS1343368,ET-Bacteroides
3528,ERS1343369,ET-Bacteroides
3529,ERS1343370,ET-Bacteroides
3530,ERS1343371,ET-Bacteroides
3531,ERS1343372,ET-Bacteroides
3532,ERS1343373,ET-Bacteroides
3533,ERS1343374,ET-Bacteroides
3534,ERS1343375,ET-Bacteroides
3535,ERS1343376,ET-Bacteroides
3536,ERS1343377,ET-Bacteroides
3537,ERS1343378,ET-Bacteroides
3538,ERS1343379,ET-Bacteroides
3539,ERS1343380,ET-Bacteroides
3540,ERS1343381,ET-Bacteroides
3541,ERS1343382,ET-Bacteroides
3542,ERS1343383,ET-Bacteroides
3543,ERS1343386,ET-Bacteroides
3544,ERS1343388,ET-Bacteroides
3545,ERS1343390,ET-Bacteroides
3546,ERS1343392,ET-Bacteroides
3547,ERS1343394,ET-Bacteroides
3548,ERS1343396,ET-Bacteroides
3549,ERS1343397,ET-Bacteroides
3550,ERS1343398,ET-Bacteroides
3551,ERS1343407,ET-Bacteroides
3552,ERS1343408,ET-Bacteroides
3553,ERS1343410,ET-Bacteroides
3554,ERS1343411,ET-Bacteroides
3555,ERS1343412,ET-Bacteroides
3556,ERS1343413,ET-Bacteroides
3557,ERS1343415,ET-Bacteroides
3558,ERS1343416,ET-Bacteroides
3559,ERS1343421,ET-Bacteroides
3560,ERS1343423,ET-Bacteroides
3561,ERS1343424,ET-Bacteroides
3562,ERS1343426,ET-Bacteroides
3563,ERS1343435,ET-Bacteroides
3564,ERS1343438,ET-Bacteroides
3565,ERS1343439,ET-Bacteroides
3566,ERS1647282,ET-Bacteroides
3567,ERS1647329,ET-Bacteroides
3568,ERS1647324,ET-Bacteroides
3569,ERS235509,ET-Bacteroides
3570,ERS235510,ET-Bacteroides
3571,ERS235512,ET-Bacteroides
3572,ERS235514,ET-Bacteroides
3573,ERS235531,ET-Bacteroides
3574,ERS235541,ET-Bacteroides
3575,ERS235575,ET-Bacteroides
3576,ERS235578,ET-Bacteroides
3577,ERS235593,ET-Bacteroides
3578,ERS235602,ET-Bacteroides
3579,ERS235640,ET-Bacteroides
3580,ERS1487534,ET-Bacteroides
3581,ERS1487538,ET-Bacteroides
3582,ERS1487540,ET-Bacteroides
3583,ERS1487554,ET-Bacteroides
3584,ERS1487574,ET-Bacteroides
3585,ERS1487579,ET-Bacteroides
3586,ERS1487586,ET-Bacteroides
3587,ERS1487587,ET-Bacteroides
3588,ERS1487588,ET-Bacteroides
3589,ERS1487589,ET-Bacteroides
3590,ERS1487592,ET-Bacteroides
3591,ERS1487593,ET-Bacteroides
3592,ERS1487614,ET-Bacteroides
3593,ERS1487617,ET-Bacteroides
3594,ERS006522,ET-Bacteroides
3595,ERS006603,ET-Bacteroides
3596,ERS006566,ET-Bacteroides
3597,ERS006572,ET-Bacteroides
3598,ERS006583,ET-Bacteroides
3599,ERS006515,ET-Bacteroides
3600,ERS006587,ET-Bacteroides
3601,ERS1726294,ET-Bacteroides
3602,ERS1726337,ET-Bacteroides
3603,ERS1726336,ET-Bacteroides
3604,ERS1726341,ET-Bacteroides
3605,ERS1726342,ET-Bacteroides
3606,ERS1726346,ET-Bacteroides
3607,ERS1726347,ET-Bacteroides
3608,ERS1726344,ET-Bacteroides
3609,ERS1726298,ET-Bacteroides
3610,ERS1726299,ET-Bacteroides
3611,ERS1726296,ET-Bacteroides
3612,ERS1726302,ET-Bacteroides
3613,ERS1726304,ET-Bacteroides
3614,ERS1726303,ET-Bacteroides
3615,ERS1726308,ET-Bacteroides
3616,ERS1726309,ET-Bacteroides
3617,ERS1726312,ET-Bacteroides
3618,ERS1726314,ET-Bacteroides
3619,ERS1726318,ET-Bacteroides
3620,ERS1726319,ET-Bacteroides
3621,ERS1726323,ET-Bacteroides
3622,ERS1726324,ET-Bacteroides
3623,ERS1726322,ET-Bacteroides
3624,ERS1726328,ET-Bacteroides
3625,ERS1726331,ET-Bacteroides
3626,ERS1726333,ET-Bacteroides
3627,ERS1801240,ET-Bacteroides
3628,ERS1801250,ET-Bacteroides
3629,ERS1801247,ET-Bacteroides
3630,ERS1801246,ET-Bacteroides
3631,ERS1801245,ET-Bacteroides
3632,ERS1801393,ET-Bacteroides
3633,ERS1801394,ET-Bacteroides
3634,ERS1801396,ET-Bacteroides
3635,ERS1801490,ET-Bacteroides
3636,ERS1801397,ET-Bacteroides
3637,ERS1801401,ET-Bacteroides
3638,ERS1801405,ET-Bacteroides
3639,ERS1801408,ET-Bacteroides
3640,ERS1801469,ET-Bacteroides
3641,ERS1801243,ET-Bacteroides
3642,ERS1801418,ET-Bacteroides
3643,ERS1801423,ET-Bacteroides
3644,ERS1801427,ET-Bacteroides
3645,ERS1801241,ET-Bacteroides
3646,ERS1801239,ET-Bacteroides
3647,ERS1801232,ET-Bacteroides
3648,ERS1801238,ET-Bacteroides
3649,ERS1801237,ET-Bacteroides
3650,ERS1801236,ET-Bacteroides
3651,ERS1801229,ET-Bacteroides
